probe_id,timestamp,quantidade_saltos,latencia
61985,1725062434,12,16.702
1008493,1725062491,11,12.325
14584,1725062491,13,148.159
18641,1725062467,13,102.596
19503,1725062492,10,8.361
21536,1725062517,13,17.763
32052,1725062516,8,15.993
33508,1725062501,6,11.353
12234,1725062527,10,16.616
51756,1725062525,12,2.792
53099,1725062523,6,24.595
55584,1725062520,19,85.975
64718,1725062521,13,46.892
7147,1725062551,12,12.353
1004969,1725062656,12,14.758
1004982,1725062653,7,0.548
1005475,1725062646,6,68.124
1005478,1725062647,26,189.16
1005738,1725062722,27,176.634
1005800,1725062717,15,11.212
1008770,1725062715,10,4.668
17958,1725062748,16,14.805
243,1725062741,11,27.497
28310,1725062735,8,6.13
32670,1725062741,11,37.14
51924,1725062754,6,28.629
6349,1725062754,15,120.268
61985,1725069633,9,6.709
1008493,1725069692,11,12.607
12234,1725069713,10,16.83
14584,1725069697,13,147.94
18641,1725069662,13,99.888
19503,1725069700,10,8.088
32052,1725069715,8,16.429
33508,1725069689,8,11.645
21536,1725069724,10,17.629
51756,1725069722,12,2.777
53099,1725069724,6,23.931
55584,1725069723,19,85.931
64718,1725069722,13,46.233
7147,1725069756,12,11.676
1004969,1725069847,12,14.458
1004982,1725069856,7,0.575
1005475,1725069845,6,68.099
1005478,1725069844,26,189.206
1005738,1725069922,27,176.604
1005800,1725069917,15,33.68
1008770,1725069915,10,4.904
17958,1725069950,16,14.556
243,1725069933,11,21.875
28310,1725069942,8,6.981
32670,1725069945,11,28.731
51924,1725069949,7,35.148
6349,1725069955,15,119.687
61985,1725076830,9,6.935
1008493,1725076889,11,12.352
12234,1725076913,10,17.292
14584,1725076896,13,148.224
18641,1725076863,13,100.391
19503,1725076902,10,8.082
32052,1725076918,8,16.202
33508,1725076900,6,11.498
21536,1725076920,10,15.906
51756,1725076922,12,2.723
53099,1725076926,6,23.981
55584,1725076920,19,85.992
64718,1725076920,13,45.797
7147,1725076957,12,11.898
1004969,1725077054,12,13.895
1004982,1725077043,7,0.684
1005475,1725077053,6,68.116
1005478,1725077054,26,189.238
1005738,1725077112,27,176.601
1005800,1725077123,15,12.521
1008770,1725077116,10,5.037
17958,1725077154,17,18.24
243,1725077142,9,23.049
28310,1725077135,8,7.03
32670,1725077131,11,25.843
51924,1725077155,7,35.096
6349,1725077153,9,15.587
61985,1725084033,12,16.686
1008493,1725084091,11,12.945
14584,1725084090,13,148.328
18641,1725084074,13,100.031
19503,1725084097,9,8.016
21536,1725084117,13,17.777
33508,1725084103,6,11.498
51756,1725084115,12,2.836
53099,1725084117,6,23.986
64718,1725084113,13,41.354
12234,1725084123,10,16.842
32052,1725084121,8,16.065
55584,1725084127,19,86.021
7147,1725084150,12,11.909
1004969,1725084248,12,13.895
1004982,1725084248,7,0.514
1005475,1725084254,6,177.234
1005478,1725084256,26,189.26
1005738,1725084316,27,176.625
1005800,1725084323,15,55.601
1008770,1725084310,10,4.914
17958,1725084356,17,18.219
243,1725084337,11,24.512
28310,1725084345,8,6.661
32670,1725084341,11,26.009
51924,1725084345,6,33.643
6349,1725084354,15,119.239
61985,1725091236,12,16.808
1008493,1725091296,11,12.425
14584,1725091300,13,148.15
18641,1725091271,13,100.398
19503,1725091290,10,7.893
21536,1725091317,10,14.819
33508,1725091298,6,11.555
53099,1725091317,9,
64718,1725091317,13,44.883
12234,1725091326,10,17.217
32052,1725091321,8,16.328
51756,1725091327,12,2.388
55584,1725091321,19,86.086
7147,1725091352,12,12.336
1004969,1725091447,12,13.834
1004982,1725091456,7,0.477
1005475,1725091443,6,67.571
1005478,1725091444,26,189.242
1005738,1725091520,27,176.601
1005800,1725091525,15,55.46
1008770,1725091507,10,4.745
17958,1725091554,17,17.093
243,1725091541,11,23.568
28310,1725091544,8,7.09
32670,1725091532,11,27.321
51924,1725091556,7,35.155
6349,1725091552,15,119.257
61985,1725098436,12,21.917
1008493,1725098484,11,12.256
12234,1725098516,10,17.098
14584,1725098493,13,148.142
18641,1725098466,13,97.014
19503,1725098493,10,8.051
32052,1725098514,8,15.836
33508,1725098498,6,11.347
21536,1725098523,10,15.682
51756,1725098524,12,2.385
53099,1725098525,6,24.241
55584,1725098520,19,86.237
64718,1725098527,13,44.001
7147,1725098551,13,10.696
1004969,1725098654,12,13.893
1004982,1725098654,7,0.75
1005475,1725098645,6,68.151
1005478,1725098647,26,189.252
1005738,1725098723,27,176.602
1005800,1725098716,15,17.577
1008770,1725098710,10,5.067
17958,1725098748,17,17.987
243,1725098733,11,22.958
28310,1725098738,8,7.143
32670,1725098736,11,29.597
51924,1725098748,7,35.542
6349,1725098759,15,120.091
61985,1725105639,12,17.353
1008493,1725105694,11,12.517
14584,1725105694,13,148.529
18641,1725105667,13,97.171
19503,1725105690,10,8.157
21536,1725105714,13,17.874
32052,1725105719,8,16.264
33508,1725105707,6,11.482
55584,1725105714,19,94.433
64718,1725105718,13,54.464
12234,1725105720,10,17.102
51756,1725105724,12,2.794
53099,1725105723,6,23.96
7147,1725105744,12,12.222
1004969,1725105852,12,13.876
1004982,1725105858,7,0.589
1005475,1725105858,6,68.162
1005478,1725105845,26,189.187
1005738,1725105911,27,176.631
1005800,1725105914,15,30.945
1008770,1725105914,10,4.578
17958,1725105958,17,17.212
243,1725105935,11,24.058
28310,1725105937,8,6.171
32670,1725105939,11,25.414
51924,1725105955,6,28.56
6349,1725105957,15,119.227
61985,1725112826,12,16.608
1008493,1725112893,11,12.43
14584,1725112899,13,177.614
18641,1725112866,13,97.25
19503,1725112896,10,8.158
33508,1725112889,6,11.533
12234,1725112921,10,17.033
21536,1725112925,10,14.783
32052,1725112924,8,15.959
51756,1725112920,12,2.514
53099,1725112923,6,23.863
55584,1725112920,19,94.921
64718,1725112925,13,17.018
7147,1725112956,12,11.899
1004969,1725113049,14,13.805
1004982,1725113054,7,0.697
1005475,1725113052,6,57.57
1005478,1725113044,26,189.167
1005738,1725113111,17,169.02
1005800,1725113123,15,56.991
1008770,1725113104,10,5.009
17958,1725113149,16,15.085
243,1725113140,11,23.276
28310,1725113147,8,7.128
32670,1725113133,10,19.967
51924,1725113145,6,28.657
6349,1725113148,15,119.266
18641,1725120055,13,96.712
61985,1725120034,12,15.977
1008493,1725120089,11,12.563
14584,1725120102,13,148.263
19503,1725120098,9,8.268
21536,1725120117,13,17.708
32052,1725120117,8,16.11
33508,1725120103,8,11.471
12234,1725120126,10,17.298
51756,1725120120,12,2.497
53099,1725120121,6,41.145
55584,1725120125,19,
64718,1725120124,12,22.631
7147,1725120149,12,16.8
1004969,1725120243,14,13.906
1004982,1725120253,7,0.615
1005475,1725120255,6,68.31
1005478,1725120248,16,189.574
1005738,1725120317,27,178.697
1005800,1725120315,15,10.961
1008770,1725120309,10,4.906
17958,1725120356,16,13.201
243,1725120331,9,24.615
28310,1725120347,8,7.079
32670,1725120337,10,18.285
51924,1725120356,6,37.623
6349,1725120350,15,119.323
61985,1725127238,12,21.277
1008493,1725127288,11,12.223
12234,1725127313,10,17.606
14584,1725127299,13,148.278
18641,1725127268,13,97.338
19503,1725127295,10,8.082
33508,1725127307,6,11.291
51756,1725127319,12,2.442
53099,1725127318,6,41.074
21536,1725127320,13,17.621
32052,1725127325,8,15.954
55584,1725127322,19,86.538
64718,1725127325,12,22.178
7147,1725127344,12,11.246
1004969,1725127448,12,13.865
1004982,1725127445,7,0.516
1005475,1725127453,6,68.302
1005478,1725127445,26,189.207
1005738,1725127517,27,178.669
1005800,1725127524,15,11.071
1008770,1725127505,10,4.632
17958,1725127555,17,18.002
243,1725127541,9,22.319
28310,1725127542,8,7.11
32670,1725127543,10,18.582
51924,1725127556,10,68.59
6349,1725127553,15,119.263
61985,1725134436,12,16.295
1008493,1725134495,11,12.353
14584,1725134494,13,154.639
18641,1725134463,13,104.142
19503,1725134492,10,7.874
33508,1725134496,6,11.506
51756,1725134519,12,2.353
53099,1725134516,6,41.18
12234,1725134524,10,16.73
21536,1725134526,10,15.889
32052,1725134521,8,16.143
55584,1725134523,19,86.132
64718,1725134524,12,15.213
7147,1725134551,12,49.039
1004969,1725134655,12,13.845
1004982,1725134658,7,0.501
1005475,1725134656,6,68.18
1005478,1725134657,26,189.204
1005738,1725134723,27,178.666
1005800,1725134717,15,12.323
1008770,1725134713,10,4.944
17958,1725134755,16,14.847
243,1725134736,9,23.23
28310,1725134744,8,7.122
32670,1725134737,10,19.948
51924,1725134748,9,62.615
6349,1725134757,15,120.274
18641,1725141659,13,97.833
61985,1725141639,12,16.345
1008493,1725141693,11,12.314
14584,1725141700,13,163.694
19503,1725141702,10,8.076
33508,1725141702,6,11.562
55584,1725141716,19,86.019
12234,1725141720,10,17.063
21536,1725141725,13,17.563
32052,1725141721,8,15.559
51756,1725141720,12,2.269
53099,1725141727,6,41.438
64718,1725141725,12,15.24
7147,1725141751,13,9.96
1004969,1725141853,12,13.872
1004982,1725141849,7,0.73
1005475,1725141849,6,68.046
1005478,1725141853,26,189.21
1005738,1725141913,27,178.657
1005800,1725141915,15,11.009
1008770,1725141907,10,5.23
17958,1725141955,16,14.155
243,1725141932,11,25.34
28310,1725141933,8,7.14
32670,1725141933,10,23.901
51924,1725141950,10,69.668
6349,1725141961,15,119.848
61985,1725148827,12,17.166
1008493,1725148882,11,12.393
14584,1725148899,13,163.318
18641,1725148863,13,99.631
19503,1725148889,10,8.256
21536,1725148914,13,18.688
32052,1725148917,8,16.283
33508,1725148903,6,11.443
51756,1725148919,12,2.34
55584,1725148918,19,85.908
12234,1725148926,10,17.747
53099,1725148921,6,41.399
64718,1725148927,12,15.259
7147,1725148943,12,11.373
1004969,1725149048,12,16.107
1004982,1725149043,7,0.627
1005475,1725149044,6,68.032
1005478,1725149054,26,174.744
1005738,1725149118,27,176.61
1005800,1725149123,15,13.336
1008770,1725149113,10,4.743
17958,1725149145,17,16.977
243,1725149138,11,22.259
28310,1725149134,8,6.193
32670,1725149135,10,19.753
51924,1725149151,6,29.415
6349,1725149161,15,120.086
61985,1725156037,9,6.767
1008493,1725156095,11,12.448
12234,1725156119,10,16.836
14584,1725156095,13,163.842
18641,1725156062,13,99.94
19503,1725156092,9,8.28
33508,1725156099,6,11.557
64718,1725156116,12,15.486
21536,1725156127,10,15.78
32052,1725156126,8,16.356
51756,1725156120,12,2.445
53099,1725156121,6,41.229
55584,1725156123,19,86.017
7147,1725156157,12,9.949
1004969,1725156256,12,13.924
1004982,1725156251,7,0.625
1005475,1725156252,6,68.315
1005478,1725156252,26,189.25
1005738,1725156325,27,178.68
1005800,1725156323,15,32.404
1008770,1725156312,10,4.728
17958,1725156353,16,14.888
243,1725156344,9,25.729
28310,1725156347,8,6.954
32670,1725156334,10,19.16
51924,1725156347,10,67.967
6349,1725156357,15,120.259
61985,1725163227,12,16.753
1008493,1725163291,11,12.511
12234,1725163319,10,17.071
14584,1725163302,13,154.542
18641,1725163263,13,97.09
19503,1725163293,10,7.94
21536,1725163319,13,17.819
33508,1725163292,6,11.507
51756,1725163315,12,2.33
55584,1725163319,19,86.022
32052,1725163327,8,15.797
53099,1725163320,6,41.4
64718,1725163320,12,17.808
7147,1725163346,12,9.864
1004969,1725163443,12,14.756
1004982,1725163454,7,0.714
1005475,1725163451,6,68.146
1005478,1725163443,26,189.192
1005738,1725163524,27,178.813
1005800,1725163525,15,11.987
1008770,1725163506,10,4.809
17958,1725163545,16,14.502
243,1725163543,9,22.629
28310,1725163544,8,7.482
32670,1725163544,10,22.811
51924,1725163550,7,33.885
6349,1725163559,15,119.342
61985,1725170428,12,16.794
1008493,1725170491,11,12.279
12234,1725170516,10,16.833
14584,1725170492,13,148.492
18641,1725170463,13,96.504
19503,1725170489,9,7.945
32052,1725170514,8,16.365
33508,1725170505,6,11.286
51756,1725170513,12,2.312
55584,1725170519,19,89.541
21536,1725170520,10,15.939
53099,1725170527,6,23.828
64718,1725170525,13,15.778
7147,1725170551,12,10.251
1004969,1725170649,12,14.525
1004982,1725170649,7,0.649
1005475,1725170652,6,177.339
1005478,1725170650,26,189.233
1005738,1725170718,17,169.01
1005800,1725170715,15,28.548
1008770,1725170714,10,4.982
17958,1725170755,16,15.195
243,1725170734,9,22.251
28310,1725170739,8,7.311
32670,1725170742,10,22.581
51924,1725170748,10,65.623
6349,1725170757,15,120.057
61985,1725177635,12,16.545
1008493,1725177686,11,12.175
14584,1725177699,13,150.448
18641,1725177665,13,99.739
19503,1725177691,9,8.068
33508,1725177704,6,11.486
51756,1725177719,12,2.222
53099,1725177713,6,23.904
64718,1725177714,13,15.406
12234,1725177723,10,16.858
21536,1725177727,10,16.433
32052,1725177724,8,16.081
55584,1725177722,19,93.12
7147,1725177756,13,9.942
1004969,1725177856,12,13.877
1004982,1725177845,8,9.935
1005475,1725177851,6,68.195
1005478,1725177844,16,190.998
1005738,1725177926,27,178.675
1005800,1725177916,15,52.505
1008770,1725177909,10,5.057
17958,1725177954,16,14.206
243,1725177945,9,22.818
28310,1725177940,8,7.275
32670,1725177944,10,21.36
51924,1725177953,7,33.074
6349,1725177961,15,119.556
61985,1725184831,8,16.023
1008493,1725184885,11,12.328
14584,1725184890,13,145.481
18641,1725184868,13,99.94
19503,1725184890,10,8.261
21536,1725184917,10,15.721
33508,1725184890,6,11.508
51756,1725184914,12,2.349
12234,1725184925,10,16.634
32052,1725184926,8,15.661
53099,1725184926,6,23.953
55584,1725184923,19,97.418
64718,1725184923,12,32.602
7147,1725184955,12,9.838
1004969,1725185051,12,13.867
1004982,1725185054,7,0.632
1005475,1725185046,6,177.257
1005478,1725185053,26,170.535
1005738,1725185124,27,176.005
1005800,1725185119,15,11.451
1008770,1725185108,10,4.42
17958,1725185151,16,14.644
243,1725185131,11,25.202
28310,1725185139,8,7.352
32670,1725185137,10,18.397
51924,1725185150,10,83.636
6349,1725185151,15,120.585
61985,1725192026,12,16.032
1008493,1725192094,11,12.695
14584,1725192089,13,170.483
18641,1725192060,13,97.439
19503,1725192102,10,8.357
21536,1725192119,13,17.777
32052,1725192113,8,16.024
33508,1725192099,6,11.48
51756,1725192115,12,2.454
12234,1725192125,10,16.867
53099,1725192127,6,23.835
55584,1725192122,19,97.831
64718,1725192126,12,30.958
7147,1725192157,12,10.155
1004969,1725192252,12,13.879
1004982,1725192243,7,0.656
1005475,1725192244,6,68.25
1005478,1725192256,26,167.392
1005738,1725192319,27,169.078
1005800,1725192329,15,41.065
1008770,1725192312,10,4.719
17958,1725192345,17,17.095
243,1725192330,11,24.098
28310,1725192338,8,6.67
32670,1725192338,10,21.107
51924,1725192354,6,28.527
6349,1725192357,15,120.355
61985,1725199229,12,17.953
1008493,1725199289,11,12.529
14584,1725199293,13,141.74
18641,1725199265,13,97.299
19503,1725199299,9,7.971
21536,1725199316,10,15.717
32052,1725199319,8,16.302
33508,1725199302,6,11.524
12234,1725199326,10,17.08
51756,1725199328,12,2.357
53099,1725199326,6,23.902
55584,1725199327,19,118.768
64718,1725199320,12,23.083
7147,1725199358,12,10.735
1004969,1725199457,12,14.8
1004982,1725199452,7,0.699
1005475,1725199448,6,68.108
1005478,1725199451,26,169.485
1005738,1725199525,27,174.007
1005800,1725199511,15,51.404
1008770,1725199511,10,4.794
17958,1725199548,16,17.101
243,1725199541,9,22.591
28310,1725199541,8,7.49
32670,1725199535,10,22.413
51924,1725199549,6,28.855
6349,1725199550,15,119.364
18641,1725206455,13,97.748
61985,1725206429,12,16.735
1008493,1725206489,11,12.655
12234,1725206514,10,17.068
14584,1725206490,13,141.759
19503,1725206496,10,7.991
21536,1725206518,13,17.872
32052,1725206515,8,16.476
33508,1725206503,6,11.502
51756,1725206513,12,2.202
53099,1725206516,6,23.975
55584,1725206513,19,98.47
64718,1725206517,12,25.633
7147,1725206556,14,10.155
1004969,1725206655,12,14.803
1004982,1725206654,7,0.587
1005475,1725206648,6,68.28
1005478,1725206655,26,183.01
1005738,1725206711,27,176.037
1005800,1725206720,15,10.81
1008770,1725206713,10,4.983
17958,1725206751,16,15.443
243,1725206739,9,22.84
28310,1725206745,8,7.497
32670,1725206738,10,
51924,1725206747,7,33.137
6349,1725206757,15,120.41
61985,1725213631,12,16.156
1008493,1725213686,11,12.383
12234,1725213719,10,17.09
14584,1725213697,13,141.307
18641,1725213673,13,97.185
19503,1725213702,9,8.514
32052,1725213714,8,16.587
33508,1725213690,6,11.522
51756,1725213713,12,2.507
64718,1725213719,12,17.527
21536,1725213725,10,15.652
53099,1725213724,6,23.853
55584,1725213726,19,86.021
7147,1725213749,12,10.739
1004969,1725213850,12,13.87
1004982,1725213845,7,0.718
1005475,1725213846,6,68.034
1005478,1725213852,26,182.974
1005738,1725213912,27,176.045
1005800,1725213923,15,10.974
1008770,1725213906,10,5.188
17958,1725213949,16,14.394
243,1725213939,9,23.515
28310,1725213934,8,7.125
31403,1725213947,7,11.891
32670,1725213932,10,20.016
51924,1725213957,7,32.918
6349,1725213950,15,119.465
61985,1725220828,12,16.704
1008493,1725220887,11,12.704
12234,1725220915,10,17.107
14584,1725220888,13,141.313
18641,1725220868,13,103.233
19503,1725220902,10,8.311
33508,1725220906,6,11.508
51756,1725220918,12,2.405
55584,1725220914,19,85.966
21536,1725220920,13,17.433
32052,1725220926,8,16.431
53099,1725220921,6,23.844
64718,1725220926,12,18.128
7147,1725220951,14,11.359
1004969,1725221044,12,13.849
1004982,1725221057,7,0.548
1005475,1725221043,6,67.904
1005478,1725221043,26,182.979
1005738,1725221118,27,176.023
1005800,1725221115,15,11.725
1008770,1725221104,10,4.873
17958,1725221148,17,17.015
243,1725221143,9,23.442
28310,1725221146,8,6.727
32670,1725221135,10,21.729
51924,1725221145,6,28.555
6349,1725221156,15,120.175
18641,1725228058,13,96.914
61985,1725228027,8,16.453
1008493,1725228093,11,12.308
12234,1725228117,10,17.982
14584,1725228100,13,141.711
19503,1725228094,9,8.851
21536,1725228114,10,15.336
32052,1725228119,8,15.71
33508,1725228107,6,11.515
64718,1725228118,12,18.696
51756,1725228121,12,2.355
53099,1725228123,6,32.567
55584,1725228121,19,86.005
7147,1725228157,12,10.576
1004969,1725228248,12,13.833
1004982,1725228254,7,0.649
1005475,1725228253,6,67.911
1005478,1725228243,26,182.954
1005738,1725228316,27,176.009
1005800,1725228325,15,10.732
1008770,1725228307,10,4.729
17958,1725228349,17,17.262
243,1725228334,11,24.272
28310,1725228337,8,5.914
32670,1725228345,10,20.774
51924,1725228354,7,33.615
6349,1725228349,15,119.192
